quote,author,tags
rivers know this there is no hurry we shall get there some day,aa milne,"['patience', 'perseverance']"
im so glad i live in a world where there are octobers,l m montgomery,"['autumn', 'october', 'thankfulness']"
the most common way people give up their power is by thinking they dont have any,alice walker,['inspirational']
all the secrets of the world are contained in books read at your own risk,lemony snicket,['readingsecrets']
better to be strong than pretty and useless,lilith saintcrow,"['girls', 'inspirational', 'pretty', 'strength', 'women']"
i realize only one person will be damaged beyond repair if peeta dies me,suzanne collins,"['katniss', 'peeta']"
cowards die many times before their deaths the valiant never taste of death but once of all the wonders that i yet have heard it seems to me most strange that men should fear seeing that death a necessary end will come when it will come,william shakespeare,['dramatistquotes']
when i am with you we stay up all nightwhen youre not here i cant go to sleeppraise god for those two insomniasand the difference between them,rumi,['love']
be with me always  take any form  drive me mad only do not leave me in this abyss where i cannot find you oh god it is unutterable i can not live without my life i can not live without my soul,emily bront,['love']
you cant depend on your eyes when your imagination is out of focus,mark twain,['imagination']
a definition not foundin the dictionarynot leaving an act of trust and loveoften deciphered by children,markus zusak,"['children', 'love']"
a writer is someone for whom writing is more difficult than it is for other people,thomas mann,"['authors', 'creativeprocess', 'struggle', 'writers', 'writing']"
sometimes when im talking my words cant keep up with my thoughts i wonder why we think faster than we speak probably so we can think twice,bill watterson,"['calvinandhobbes', 'humor']"
was it hard i askletting gonot as hard as holding on to something that wasnt real,lisa schroeder,"['heartbreak', 'life', 'love']"
people can lose their lives in libraries they ought to be warned,saul bellow,"['booklovers', 'libraries', 'reading']"
great things happen to those who dont stop believing trying learning and being grateful,roy t bennett,"['beingpositive', 'believe', 'gratitude', 'inspiration', 'inspirational', 'inspirationalquotes', 'life', 'lifequotes', 'live', 'motivation', 'neverstopbelieving', 'neverstoplearning', 'optimism', 'optimistic', 'positive', 'positiveaffirmation', 'positivelife', 'positivethinking', 'try', 'trying']"
the reasonable man adapts himself to the world the unreasonable one persists in trying to adapt the world to himself therefore all progress depends on the unreasonable man,george bernard shaw,"['life', 'philosophy', 'philosophyoflife', 'progress']"
you will find that it is necessary to let things go simply for the reason that they are heavy so let them go let go of them i tie no weights to my ankles,c joybell c,"['forgetting', 'forgiving', 'inspirationallife', 'inspirationalquotes', 'lettinggo', 'life', 'lifeandliving', 'movingon', 'people']"
from the moment i picked up your book until i put it down i was convulsed with laughter some day i intend reading it,groucho marx,"['books', 'humor', 'reading']"
tears shed for another person are not a sign of weakness they are a sign of a pure heart,jos n harris,"['grief', 'grieving', 'hope', 'loss', 'love', 'pain', 'sadness', 'strength', 'tears']"
children must be taught how to think not what to think,margaret mead,"['children', 'education', 'judgement', 'mentoring', 'reasoning']"
there is no exquisite beauty without some strangeness in the proportion,edgar allan poe,"['beauty', 'imperfections']"
of all the trees we couldve hit we had to get one that hits back,jk rowling,"['humor', 'trees']"
everyone is a moon and has a dark side which he never shows to anybody,mark twain,"['darkness', 'humannature', 'moon']"
i think theres just one kind of folks folks,harper lee,"['brotherhoodofman', 'people', 'scout']"
the one thing we can never get enough of is love and the one thing we never give enough of is love,henry miller,['henrymiller']
maybe everyone can live beyond what theyre capable of,markus zusak,"['hope', 'inspirational', 'life', 'philosophy']"
do not fear failure but rather fear not trying,roy t bennett,"['failure', 'fearless', 'inspiration', 'inspirational', 'inspirationalattitude', 'inspirationallife', 'inspirationalquote', 'inspirationalquotes', 'inspire', 'inspiring', 'life', 'lifeandliving', 'lifelessons', 'lifephilosophy', 'lifequotes', 'living', 'motivation', 'motivational', 'nevergiveup', 'optimism', 'optimistic', 'persistence', 'positive', 'positiveaffirmation', 'positivelife', 'positivethinking', 'trying']"
